date,advertiser_id,campaign,channel,channel_kind,ad_group,impressions,clicks,spend_krw,mql
2026-05-23,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,13054,119,92425,5
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,6431,64,63121,3
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,5830,47,42346,2
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,10628,105,87651,5
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,5058,42,36240,1
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,7508,62,55249,3
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,8976,86,69129,3
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,7631,68,65886,3
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,8740,88,84690,4
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,9560,75,61716,3
2026-05-24,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,7603,66,57192,3
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,19963,169,171915,7
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,22023,178,178544,8
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,17511,167,157149,6
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,15617,133,116057,6
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,21357,200,193581,9
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,16179,156,128310,6
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,16449,169,151488,6
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,39489,329,294844,13
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,22096,178,159364,7
2026-05-25,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,25942,201,191968,8
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,45616,403,364573,30
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,31424,324,318318,24
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,35157,351,322743,34
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,34473,290,248637,22
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,40530,320,262875,23
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,38824,326,306500,26
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,35339,339,318232,25
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,64826,612,505740,62
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,32705,270,230821,28
2026-05-26,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,49601,448,417741,33
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,15551,142,117427,7
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,13045,122,112028,4
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,15524,151,146155,5
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,17995,179,160829,7
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,10605,93,76015,4
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,12470,106,99650,4
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,22071,178,175116,8
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,19354,191,159105,10
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,18136,154,122200,6
2026-05-27,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,19760,181,143619,7
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,14341,143,131354,6
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,24105,195,179918,9
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,26731,235,206768,12
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,14985,121,117630,6
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,17560,164,159201,8
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,21778,215,167164,11
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,26812,208,180250,9
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,28329,266,251112,10
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,29658,284,233269,15
2026-05-28,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,13552,133,118086,7
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,16875,171,158338,6
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,13242,115,110991,4
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,28164,252,243146,9
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,11510,95,82211,4
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,13278,110,101832,4
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,32842,264,245721,10
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,25205,202,191038,9
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,25296,222,218902,9
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,19039,159,153380,7
2026-05-29,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,20646,208,194025,9
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,7923,70,70100,3
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,9699,78,75610,3
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,12288,109,91868,5
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,9404,86,81241,4
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,12725,99,91919,4
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,4406,37,34649,1
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,16057,152,130087,5
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,9759,91,80933,3
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,11911,104,87280,4
2026-05-30,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,8083,82,66176,3
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,브랜드_키워드,9042,75,73805,3
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,솔루션_키워드,6562,59,58194,2
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,구글_검색,global,경쟁사_키워드,10421,93,82634,3
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,브랜드_키워드,5859,48,37706,2
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,일반_키워드,8851,85,78797,4
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_검색광고,domestic,경쟁사_키워드,8264,80,63386,3
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_A,14012,122,112113,5
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,메타_리드,global,리드폼_B,9709,80,77517,3
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,리타겟팅,7215,67,56683,2
2026-05-31,ADV-ADOBE,Adobe Creative Cloud B2B,네이버_GFA,domestic,관심사_타겟,14917,125,98425,4
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,49529,416,447338,15
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,27806,217,238902,7
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,18499,158,166752,6
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,31981,251,250142,10
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,30220,237,238878,8
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,29992,241,282623,9
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,20238,171,184462,5
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,13626,100,110718,3
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,22252,155,178973,5
2026-05-01,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,15793,116,107154,5
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,13455,116,129191,3
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,17478,136,160043,6
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,14320,105,110660,4
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,14283,116,125042,3
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,9137,60,70363,2
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,12606,102,111214,3
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,15390,107,104138,3
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,4998,39,37555,1
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,6293,52,49626,1
2026-05-02,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,11343,85,93186,3
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,12073,97,98663,2
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,14247,114,130155,4
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,4758,38,45571,1
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,10824,93,104676,2
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,10307,80,90619,2
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,14303,101,106679,4
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,7424,56,65425,2
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,8263,53,48564,1
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,5582,41,44955,1
2026-05-03,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,6265,54,52331,2
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,60264,416,474340,17
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,29202,221,248080,7
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,24725,213,228120,6
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,23059,192,195039,6
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,30505,225,240523,7
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,49421,319,338073,10
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,21123,146,153843,4
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,18210,145,162814,5
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,22060,168,163220,7
2026-05-04,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,12368,86,92023,3
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,30214,193,223643,8
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,44287,289,304506,8
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,21233,138,143665,5
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,26825,179,199551,6
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,19749,149,176945,5
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,21616,160,190118,5
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,18377,150,179159,6
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,7858,55,57739,2
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,16528,124,141601,3
2026-05-05,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,14263,123,116677,5
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,31634,268,283423,10
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,32274,210,250538,7
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,25703,219,216642,8
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,19250,146,147206,5
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,25370,201,195118,8
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,16930,136,137285,5
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,37295,247,266283,7
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,16443,122,123100,5
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,10150,82,90630,2
2026-05-06,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,13163,104,95777,3
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,48456,408,414680,13
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,22713,157,186656,5
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,26289,203,208918,7
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,21132,166,161525,5
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,37382,244,237159,9
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,35302,241,238185,9
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,25790,174,198728,7
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,20808,133,134613,5
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,10043,66,73208,2
2026-05-07,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,19726,137,144554,4
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,33685,240,243704,9
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,46702,303,290524,9
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,22147,187,204323,6
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,23087,149,170810,5
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,25011,166,175712,7
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,21708,161,185987,6
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,23295,175,207274,5
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,14429,123,124128,4
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,12933,96,109369,3
2026-05-08,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,15440,102,97212,3
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,17658,129,155897,4
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,18392,119,135779,5
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,7894,58,70676,2
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,11558,99,109038,3
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,11207,79,92001,2
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,12677,106,119843,4
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,11224,85,90793,2
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,6350,44,41695,1
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,8249,68,78058,2
2026-05-09,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,6651,44,46122,2
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,12186,105,119939,4
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,14476,114,127680,4
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,14313,99,115267,3
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,14664,101,102791,3
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,4877,34,38371,1
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,12516,100,95217,4
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,10714,86,96734,2
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,5028,35,33651,1
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,8521,66,67622,2
2026-05-10,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,5047,42,48905,1
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,31935,211,222652,9
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,37896,315,380559,12
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,21897,185,196881,7
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,19308,155,185537,6
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,29757,250,249305,7
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,44862,319,313564,9
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,21536,145,156952,4
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,16378,130,122598,5
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,14199,106,111600,3
2026-05-11,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,17334,143,129638,6
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,49275,332,335851,12
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,31074,232,257126,8
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,19907,162,167301,6
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,38864,277,279394,11
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,21018,146,160201,4
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,33310,224,220271,7
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,28500,213,210352,8
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,21717,164,162519,6
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,15397,117,120585,4
2026-05-12,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,8388,70,65251,2
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,68776,461,544173,36
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,78272,571,618290,41
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,51357,400,468716,33
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,63274,498,484997,42
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,30984,223,255392,16
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,47430,350,406872,34
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,54143,381,454997,28
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,24109,178,161466,13
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,35595,263,264995,24
2026-05-13,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,37582,275,305754,19
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,34188,262,296279,11
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,49083,406,417211,14
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,29605,219,242686,7
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,26467,191,212046,6
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,26459,193,225355,6
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,29007,229,223691,7
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,34585,240,273170,8
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,17884,149,153617,5
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,12461,104,118799,3
2026-05-14,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,14033,118,128423,3
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,26449,211,255650,7
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,35598,249,286293,11
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,26933,215,231103,8
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,20220,174,179204,5
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,경쟁사_키워드,9788,79,95184,2
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_A,16871,135,151966,4
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,메타_리드,global,리드폼_B,26139,210,226245,7
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,브랜드_키워드,17378,117,113461,3
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,일반_키워드,11370,87,79319,3
2026-05-15,ADV-AWS,AWS Korea Summit 리드젠,네이버_검색광고,domestic,경쟁사_키워드,14359,101,113949,3
2026-05-16,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,타겟기업_리스트,12362,100,114500,4
2026-05-16,ADV-AWS,AWS Korea Summit 리드젠,링크드인_ABM,global,직무_타겟,19969,129,154371,5
2026-05-16,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,브랜드_키워드,16216,115,120578,5
2026-05-16,ADV-AWS,AWS Korea Summit 리드젠,구글_검색,global,솔루션_키워드,8962,60,58013,2
