voc_id,date,channel,type,store_code,store_name,sku_mentioned,to_team,sla_hours,response_hours,status,summary
VOC-20260425-0192,2026-04-25,인스타DM,교환환불,,,,CE팀_교환,8,,미회신,[교환환불] 사이즈
VOC-20260425-0193,2026-04-25,채널톡,제품문의,,,HR001,CE팀_제품지식,6,3.5,완료,[제품문의] 피부타입 (헨 헤어 헤나 카라멜)
VOC-20260425-0194,2026-04-25,카카오톡,제품문의,,,BD001,CE팀_제품지식,6,4.1,완료,[제품문의] 피부타입 (샤워젤리 위치 어메이징)
VOC-20260425-0195,2026-04-25,채널톡,매장문의,MD01,명동본점,,리테일본부,12,2.7,완료,[매장문의] 매장위치 - 명동본점
VOC-20260425-0196,2026-04-25,카카오톡,매장문의,DG01,현대대구,,리테일본부,12,24.6,지연완료,[매장문의] 재고 - 현대대구
VOC-20260425-0197,2026-04-25,전화,칭찬,DG01,현대대구,GS002,VOC_리워드,24,54.6,지연완료,[칭찬] 직원응대 - 현대대구 (기프트 세트 - 핑크 클라우드)
VOC-20260425-0198,2026-04-25,자사몰_게시판,제품문의,,,FM003,CE팀_제품지식,6,5.5,완료,[제품문의] 사용법 (캐치 어 스타 페이스 마스크)
VOC-20260425-0199,2026-04-25,인스타DM,배송문의,,,,물류팀,4,3.5,완료,[배송문의] 추적 문의
VOC-20260425-0200,2026-04-25,전화,배송문의,,,,물류팀,4,1.5,완료,[배송문의] 추적 문의
VOC-20260425-0201,2026-04-25,인스타DM,매장문의,JS01,잠실롯데,,리테일본부,12,14.7,지연완료,[매장문의] 매장위치 - 잠실롯데
VOC-20260425-0202,2026-04-25,전화,매장문의,DG01,현대대구,,리테일본부,12,1.7,완료,[매장문의] 이벤트 일정 - 현대대구
VOC-20260425-0203,2026-04-25,전화,불만,PG01,현대판교,,CE팀_매장,6,2.5,완료,[불만] 대기시간 - 현대판교
VOC-20260425-0204,2026-04-25,전화,포장오류,,,,물류팀,4,0.5,완료,[포장오류] 구성품 누락
VOC-20260425-0205,2026-04-25,인스타DM,배송문의,,,,물류팀,4,5.7,지연완료,[배송문의] 추적 문의
VOC-20260425-0206,2026-04-25,채널톡,매장문의,MD01,명동본점,,리테일본부,12,9.0,완료,[매장문의] 매장위치 - 명동본점
VOC-20260425-0207,2026-04-25,카카오톡,매장문의,GN01,강남신세계,,리테일본부,12,6.0,완료,[매장문의] 이벤트 일정 - 강남신세계
VOC-20260425-0208,2026-04-25,전화,제품문의,,,HR001,CE팀_제품지식,6,1.1,완료,[제품문의] 피부타입 (헨 헤어 헤나 카라멜)
VOC-20260425-0209,2026-04-25,자사몰_게시판,칭찬,MD01,명동본점,BD004,VOC_리워드,24,56.1,지연완료,[칭찬] 직원응대 - 명동본점 (로션 바 더 컴포터)
VOC-20260425-0210,2026-04-25,전화,제품문의,,,LP001,CE팀_제품지식,6,1.1,완료,[제품문의] 성분 (립 스크럽 바블검)
VOC-20260425-0211,2026-04-25,전화,제품문의,,,LP001,CE팀_제품지식,6,8.3,지연완료,[제품문의] 성분 (립 스크럽 바블검)
VOC-20260425-0212,2026-04-25,자사몰_게시판,교환환불,,,,CE팀_교환,8,9.5,지연완료,[교환환불] 사이즈
VOC-20260425-0213,2026-04-25,인스타DM,배송문의,,,,물류팀,4,7.5,지연완료,[배송문의] 오배송
VOC-20260425-0214,2026-04-25,채널톡,포장오류,,,,물류팀,4,3.6,완료,[포장오류] 누액
VOC-20260425-0215,2026-04-25,전화,배송문의,,,,물류팀,4,2.4,완료,[배송문의] 배송 늦음
VOC-20260425-0216,2026-04-25,전화,교환환불,,,MB001,CE팀_교환,8,,미회신,[교환환불] 사이즈 (씬티앙 마사지바)
VOC-20260425-0217,2026-04-25,자사몰_게시판,배송문의,,,,물류팀,4,3.5,완료,[배송문의] 오배송
VOC-20260425-0218,2026-04-25,전화,제품문의,,,BD001,CE팀_제품지식,6,,미회신,[제품문의] 성분 (샤워젤리 위치 어메이징)
VOC-20260425-0219,2026-04-25,인스타DM,제품문의,,,GS003,CE팀_제품지식,6,5.3,완료,[제품문의] 사용법 (기프트 세트 - 어머니날 한정)
VOC-20260425-0220,2026-04-25,자사몰_게시판,배송문의,,,,물류팀,4,2.5,완료,[배송문의] 추적 문의
VOC-20260425-0221,2026-04-25,채널톡,배송문의,,,,물류팀,4,8.2,지연완료,[배송문의] 배송 늦음
VOC-20260425-0222,2026-04-25,자사몰_게시판,배송문의,,,,물류팀,4,1.5,완료,[배송문의] 오배송
VOC-20260425-0223,2026-04-25,전화,배송문의,,,,물류팀,4,5.6,지연완료,[배송문의] 배송 늦음
VOC-20260425-0224,2026-04-25,인스타DM,칭찬,HD01,홍대,,VOC_리워드,24,6.0,완료,[칭찬] 제품만족 - 홍대
VOC-20260425-0225,2026-04-25,카카오톡,제품문의,,,,CE팀_제품지식,6,1.8,완료,[제품문의] 성분
VOC-20260425-0226,2026-04-25,인스타DM,배송문의,,,,물류팀,4,1.3,완료,[배송문의] 배송 늦음
VOC-20260425-0227,2026-04-25,전화,제품문의,,,GS002,CE팀_제품지식,6,3.1,완료,[제품문의] 사용법 (기프트 세트 - 핑크 클라우드)
VOC-20260425-0228,2026-04-25,인스타DM,매장문의,YD01,여의도IFC,,리테일본부,12,11.1,완료,[매장문의] 이벤트 일정 - 여의도IFC
VOC-20260425-0229,2026-04-25,인스타DM,교환환불,,,HR002,CE팀_교환,8,7.6,완료,[교환환불] 하자 (프로 컨디셔너 바 에이브리 후이)
VOC-20260425-0230,2026-04-25,카카오톡,칭찬,HN01,스타필드하남,SB002,VOC_리워드,24,34.2,지연완료,[칭찬] 제품만족 - 스타필드하남 (시앤스 샴푸바)
VOC-20260425-0231,2026-04-25,전화,교환환불,,,LP003,CE팀_교환,8,4.7,완료,[교환환불] 하자 (립 밤 허니 트랩)
VOC-20260425-0232,2026-04-25,인스타DM,교환환불,,,HR001,CE팀_교환,8,10.3,지연완료,[교환환불] 단순변심 (헨 헤어 헤나 카라멜)
VOC-20260425-0233,2026-04-25,카카오톡,교환환불,,,SB001,CE팀_교환,8,15.1,지연완료,[교환환불] 하자 (허니 아이 워시드 더 키즈 샴푸바)
VOC-20260425-0234,2026-04-25,자사몰_게시판,제품문의,,,,CE팀_제품지식,6,11.4,지연완료,[제품문의] 사용법
VOC-20260426-0235,2026-04-26,전화,불만,DG01,현대대구,,CE팀_매장,6,1.3,완료,[불만] 직원불친절 - 현대대구
VOC-20260426-0236,2026-04-26,카카오톡,배송문의,,,,물류팀,4,2.9,완료,[배송문의] 추적 문의
VOC-20260426-0237,2026-04-26,카카오톡,교환환불,,,,CE팀_교환,8,1.8,완료,[교환환불] 단순변심
VOC-20260426-0238,2026-04-26,인스타DM,제품문의,,,LP003,CE팀_제품지식,6,3.2,완료,[제품문의] 피부타입 (립 밤 허니 트랩)
VOC-20260426-0239,2026-04-26,자사몰_게시판,포장오류,,,,물류팀,4,1.2,완료,[포장오류] 구성품 누락
VOC-20260426-0240,2026-04-26,채널톡,배송문의,,,,물류팀,4,,미회신,[배송문의] 오배송
VOC-20260426-0241,2026-04-26,전화,제품문의,,,HR001,CE팀_제품지식,6,5.3,완료,[제품문의] 피부타입 (헨 헤어 헤나 카라멜)
VOC-20260426-0242,2026-04-26,자사몰_게시판,매장문의,GN01,강남신세계,,리테일본부,12,18.3,지연완료,[매장문의] 재고 - 강남신세계
VOC-20260426-0243,2026-04-26,카카오톡,칭찬,DG01,현대대구,MB002,VOC_리워드,24,5.1,완료,[칭찬] 제품만족 - 현대대구 (더 컴포터 마사지바)
VOC-20260426-0244,2026-04-26,전화,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 추적 문의
VOC-20260426-0245,2026-04-26,자사몰_게시판,교환환불,,,HR001,CE팀_교환,8,1.6,완료,[교환환불] 하자 (헨 헤어 헤나 카라멜)
VOC-20260426-0246,2026-04-26,인스타DM,칭찬,CE01,코엑스,HR002,VOC_리워드,24,1.7,완료,[칭찬] 직원응대 - 코엑스 (프로 컨디셔너 바 에이브리 후이)
VOC-20260426-0247,2026-04-26,채널톡,배송문의,,,,물류팀,4,10.0,지연완료,[배송문의] 추적 문의
VOC-20260426-0248,2026-04-26,전화,칭찬,BS01,신세계센텀,,VOC_리워드,24,20.9,완료,[칭찬] 직원응대 - 신세계센텀
VOC-20260426-0249,2026-04-26,카카오톡,교환환불,,,,CE팀_교환,8,,미회신,[교환환불] 사이즈
VOC-20260426-0250,2026-04-26,전화,제품문의,,,BB001,CE팀_제품지식,6,2.6,완료,[제품문의] 사용법 (인터갤럭틱 배쓰밤)
VOC-20260426-0251,2026-04-26,인스타DM,교환환불,,,,CE팀_교환,8,5.9,완료,[교환환불] 단순변심
VOC-20260426-0252,2026-04-26,인스타DM,제품문의,,,,CE팀_제품지식,6,1.8,완료,[제품문의] 성분
VOC-20260426-0253,2026-04-26,채널톡,불만,JS01,잠실롯데,,CE팀_매장,6,3.7,완료,[불만] 직원불친절 - 잠실롯데
VOC-20260426-0254,2026-04-26,카카오톡,배송문의,,,,물류팀,4,1.1,완료,[배송문의] 오배송
VOC-20260426-0255,2026-04-26,자사몰_게시판,배송문의,,,,물류팀,4,3.0,완료,[배송문의] 배송 늦음
VOC-20260426-0256,2026-04-26,전화,배송문의,,,,물류팀,4,2.6,완료,[배송문의] 추적 문의
VOC-20260426-0257,2026-04-26,채널톡,배송문의,,,,물류팀,4,2.1,완료,[배송문의] 배송 늦음
VOC-20260426-0258,2026-04-26,인스타DM,제품문의,,,MB002,CE팀_제품지식,6,9.2,지연완료,[제품문의] 피부타입 (더 컴포터 마사지바)
VOC-20260426-0259,2026-04-26,전화,교환환불,,,,CE팀_교환,8,0.7,완료,[교환환불] 하자
VOC-20260426-0260,2026-04-26,카카오톡,칭찬,JS01,잠실롯데,BB003,VOC_리워드,24,56.1,지연완료,[칭찬] 제품만족 - 잠실롯데 (더 익스피리먼터 배쓰밤)
VOC-20260426-0261,2026-04-26,전화,제품문의,,,,CE팀_제품지식,6,4.6,완료,[제품문의] 사용법
VOC-20260426-0262,2026-04-26,전화,배송문의,,,,물류팀,4,3.7,완료,[배송문의] 추적 문의
VOC-20260426-0263,2026-04-26,채널톡,제품문의,,,FM002,CE팀_제품지식,6,1.8,완료,[제품문의] 피부타입 (쿠퍼톤 페이스 마스크)
VOC-20260426-0264,2026-04-26,채널톡,매장문의,BS01,신세계센텀,,리테일본부,12,4.3,완료,[매장문의] 매장위치 - 신세계센텀
VOC-20260426-0265,2026-04-26,전화,칭찬,PG01,현대판교,HR002,VOC_리워드,24,39.6,지연완료,[칭찬] 직원응대 - 현대판교 (프로 컨디셔너 바 에이브리 후이)
VOC-20260426-0266,2026-04-26,채널톡,칭찬,MD01,명동본점,LP002,VOC_리워드,24,6.9,완료,[칭찬] 제품만족 - 명동본점 (립 스크럽 미스터 펭귄)
VOC-20260426-0267,2026-04-26,전화,제품문의,,,BD001,CE팀_제품지식,6,0.6,완료,[제품문의] 피부타입 (샤워젤리 위치 어메이징)
VOC-20260426-0268,2026-04-26,카카오톡,교환환불,,,GS003,CE팀_교환,8,5.3,완료,[교환환불] 단순변심 (기프트 세트 - 어머니날 한정)
VOC-20260426-0269,2026-04-26,전화,매장문의,MD01,명동본점,,리테일본부,12,4.6,완료,[매장문의] 매장위치 - 명동본점
VOC-20260426-0270,2026-04-26,카카오톡,매장문의,YD01,여의도IFC,,리테일본부,12,,미회신,[매장문의] 이벤트 일정 - 여의도IFC
VOC-20260426-0271,2026-04-26,카카오톡,교환환불,,,MB003,CE팀_교환,8,5.5,완료,[교환환불] 하자 (마사지바 틴 케이스)
VOC-20260426-0272,2026-04-26,카카오톡,매장문의,DG01,현대대구,,리테일본부,12,2.7,완료,[매장문의] 재고 - 현대대구
VOC-20260427-0273,2026-04-27,전화,칭찬,DG01,현대대구,,VOC_리워드,24,19.5,완료,[칭찬] 직원응대 - 현대대구
VOC-20260427-0274,2026-04-27,전화,매장문의,HN01,스타필드하남,,리테일본부,12,6.0,완료,[매장문의] 매장위치 - 스타필드하남
VOC-20260427-0275,2026-04-27,채널톡,불만,MD01,명동본점,,CE팀_매장,6,0.7,완료,[불만] 직원불친절 - 명동본점
VOC-20260427-0276,2026-04-27,자사몰_게시판,교환환불,,,,CE팀_교환,8,6.8,완료,[교환환불] 단순변심
VOC-20260427-0277,2026-04-27,카카오톡,배송문의,,,,물류팀,4,3.5,완료,[배송문의] 배송 늦음
VOC-20260427-0278,2026-04-27,인스타DM,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 배송 늦음
VOC-20260427-0279,2026-04-27,카카오톡,포장오류,,,,물류팀,4,2.7,완료,[포장오류] 찌그러짐
VOC-20260427-0280,2026-04-27,자사몰_게시판,제품문의,,,HR001,CE팀_제품지식,6,,미회신,[제품문의] 피부타입 (헨 헤어 헤나 카라멜)
VOC-20260427-0281,2026-04-27,채널톡,칭찬,MD01,명동본점,MB001,VOC_리워드,24,6.7,완료,[칭찬] 직원응대 - 명동본점 (씬티앙 마사지바)
VOC-20260427-0282,2026-04-27,전화,칭찬,JS01,잠실롯데,GS002,VOC_리워드,24,9.2,완료,[칭찬] 제품만족 - 잠실롯데 (기프트 세트 - 핑크 클라우드)
VOC-20260427-0283,2026-04-27,카카오톡,매장문의,DG01,현대대구,,리테일본부,12,10.1,완료,[매장문의] 매장위치 - 현대대구
VOC-20260427-0284,2026-04-27,전화,배송문의,,,,물류팀,4,1.3,완료,[배송문의] 오배송
VOC-20260427-0285,2026-04-27,인스타DM,칭찬,CE01,코엑스,BB001,VOC_리워드,24,9.1,완료,[칭찬] 직원응대 - 코엑스 (인터갤럭틱 배쓰밤)
VOC-20260427-0286,2026-04-27,자사몰_게시판,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 오배송
VOC-20260427-0287,2026-04-27,카카오톡,교환환불,,,BB002,CE팀_교환,8,0.8,완료,[교환환불] 단순변심 (트와일라잇 배쓰밤)
VOC-20260427-0288,2026-04-27,인스타DM,제품문의,,,LP003,CE팀_제품지식,6,7.3,지연완료,[제품문의] 성분 (립 밤 허니 트랩)
VOC-20260427-0289,2026-04-27,자사몰_게시판,교환환불,,,BB001,CE팀_교환,8,15.4,지연완료,[교환환불] 단순변심 (인터갤럭틱 배쓰밤)
VOC-20260427-0290,2026-04-27,채널톡,포장오류,,,,물류팀,4,0.6,완료,[포장오류] 구성품 누락
VOC-20260427-0291,2026-04-27,인스타DM,배송문의,,,,물류팀,4,1.2,완료,[배송문의] 추적 문의
VOC-20260427-0292,2026-04-27,카카오톡,제품문의,,,SB003,CE팀_제품지식,6,11.4,지연완료,[제품문의] 성분 (재스민 앤 헤나 풀룬덤 샴푸바)
VOC-20260427-0293,2026-04-27,카카오톡,배송문의,,,,물류팀,4,1.9,완료,[배송문의] 오배송
VOC-20260427-0294,2026-04-27,전화,칭찬,PG01,현대판교,,VOC_리워드,24,6.2,완료,[칭찬] 직원응대 - 현대판교
VOC-20260427-0295,2026-04-27,인스타DM,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 오배송
VOC-20260427-0296,2026-04-27,채널톡,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 추적 문의
VOC-20260427-0297,2026-04-27,인스타DM,교환환불,,,BD004,CE팀_교환,8,2.0,완료,[교환환불] 하자 (로션 바 더 컴포터)
VOC-20260427-0298,2026-04-27,카카오톡,제품문의,,,SB001,CE팀_제품지식,6,4.1,완료,[제품문의] 피부타입 (허니 아이 워시드 더 키즈 샴푸바)
VOC-20260427-0299,2026-04-27,채널톡,제품문의,,,FM003,CE팀_제품지식,6,1.7,완료,[제품문의] 사용법 (캐치 어 스타 페이스 마스크)
VOC-20260427-0300,2026-04-27,인스타DM,포장오류,,,,물류팀,4,1.9,완료,[포장오류] 누액
VOC-20260427-0301,2026-04-27,인스타DM,칭찬,HD01,홍대,,VOC_리워드,24,40.0,지연완료,[칭찬] 직원응대 - 홍대
VOC-20260427-0302,2026-04-27,카카오톡,제품문의,,,BB003,CE팀_제품지식,6,,미회신,[제품문의] 성분 (더 익스피리먼터 배쓰밤)
VOC-20260427-0303,2026-04-27,채널톡,교환환불,,,BB003,CE팀_교환,8,6.2,완료,[교환환불] 하자 (더 익스피리먼터 배쓰밤)
VOC-20260427-0304,2026-04-27,자사몰_게시판,교환환불,,,FM001,CE팀_교환,8,2.3,완료,[교환환불] 사이즈 (마스크 오브 매그너민티)
VOC-20260427-0305,2026-04-27,인스타DM,제품문의,,,MB001,CE팀_제품지식,6,2.5,완료,[제품문의] 성분 (씬티앙 마사지바)
VOC-20260428-0306,2026-04-28,채널톡,포장오류,,,,물류팀,4,3.8,완료,[포장오류] 누액
VOC-20260428-0307,2026-04-28,전화,매장문의,GN01,강남신세계,,리테일본부,12,8.5,완료,[매장문의] 이벤트 일정 - 강남신세계
VOC-20260428-0308,2026-04-28,자사몰_게시판,교환환불,,,GS001,CE팀_교환,8,18.3,지연완료,[교환환불] 하자 (기프트 세트 - 바스타임)
VOC-20260428-0309,2026-04-28,전화,제품문의,,,,CE팀_제품지식,6,1.5,완료,[제품문의] 사용법
VOC-20260428-0310,2026-04-28,채널톡,배송문의,,,,물류팀,4,2.0,완료,[배송문의] 오배송
VOC-20260428-0311,2026-04-28,카카오톡,매장문의,MD01,명동본점,,리테일본부,12,11.1,완료,[매장문의] 매장위치 - 명동본점
VOC-20260428-0312,2026-04-28,채널톡,포장오류,,,,물류팀,4,1.4,완료,[포장오류] 구성품 누락
VOC-20260428-0313,2026-04-28,자사몰_게시판,배송문의,,,,물류팀,4,1.7,완료,[배송문의] 배송 늦음
VOC-20260428-0314,2026-04-28,자사몰_게시판,칭찬,HD01,홍대,BD003,VOC_리워드,24,5.2,완료,[칭찬] 제품만족 - 홍대 (샌드 비누)
VOC-20260428-0315,2026-04-28,카카오톡,제품문의,,,BD001,CE팀_제품지식,6,9.3,지연완료,[제품문의] 사용법 (샤워젤리 위치 어메이징)
VOC-20260428-0316,2026-04-28,자사몰_게시판,제품문의,,,,CE팀_제품지식,6,1.8,완료,[제품문의] 피부타입
VOC-20260428-0317,2026-04-28,자사몰_게시판,칭찬,HD01,홍대,BD001,VOC_리워드,24,48.3,지연완료,[칭찬] 직원응대 - 홍대 (샤워젤리 위치 어메이징)
VOC-20260428-0318,2026-04-28,카카오톡,배송문의,,,,물류팀,4,,미회신,[배송문의] 추적 문의
VOC-20260428-0319,2026-04-28,자사몰_게시판,배송문의,,,,물류팀,4,1.1,완료,[배송문의] 배송 늦음
VOC-20260428-0320,2026-04-28,전화,불만,PG01,현대판교,,CE팀_매장,6,3.6,완료,[불만] 직원불친절 - 현대판교
VOC-20260428-0321,2026-04-28,인스타DM,매장문의,PG01,현대판교,,리테일본부,12,4.0,완료,[매장문의] 이벤트 일정 - 현대판교
VOC-20260428-0322,2026-04-28,전화,제품문의,,,,CE팀_제품지식,6,5.3,완료,[제품문의] 피부타입
VOC-20260428-0323,2026-04-28,카카오톡,교환환불,,,BD001,CE팀_교환,8,,미회신,[교환환불] 하자 (샤워젤리 위치 어메이징)
VOC-20260428-0324,2026-04-28,자사몰_게시판,불만,JS01,잠실롯데,,CE팀_매장,6,1.5,완료,[불만] 직원불친절 - 잠실롯데
VOC-20260428-0325,2026-04-28,전화,제품문의,,,SB002,CE팀_제품지식,6,0.9,완료,[제품문의] 피부타입 (시앤스 샴푸바)
VOC-20260428-0326,2026-04-28,카카오톡,불만,HN01,스타필드하남,,CE팀_매장,6,2.1,완료,[불만] 직원불친절 - 스타필드하남
VOC-20260428-0327,2026-04-28,인스타DM,배송문의,,,,물류팀,4,1.3,완료,[배송문의] 추적 문의
VOC-20260428-0328,2026-04-28,채널톡,제품문의,,,GS003,CE팀_제품지식,6,3.8,완료,[제품문의] 피부타입 (기프트 세트 - 어머니날 한정)
VOC-20260428-0329,2026-04-28,채널톡,제품문의,,,,CE팀_제품지식,6,1.2,완료,[제품문의] 피부타입
VOC-20260428-0330,2026-04-28,카카오톡,교환환불,,,GS003,CE팀_교환,8,4.1,완료,[교환환불] 단순변심 (기프트 세트 - 어머니날 한정)
VOC-20260428-0331,2026-04-28,채널톡,제품문의,,,,CE팀_제품지식,6,10.2,지연완료,[제품문의] 성분
VOC-20260428-0332,2026-04-28,카카오톡,매장문의,JS01,잠실롯데,,리테일본부,12,24.3,지연완료,[매장문의] 매장위치 - 잠실롯데
VOC-20260428-0333,2026-04-28,자사몰_게시판,칭찬,GN01,강남신세계,LP001,VOC_리워드,24,13.8,완료,[칭찬] 직원응대 - 강남신세계 (립 스크럽 바블검)
VOC-20260428-0334,2026-04-28,전화,교환환불,,,BD002,CE팀_교환,8,4.6,완료,[교환환불] 사이즈 (락 스타 솝)
VOC-20260428-0335,2026-04-28,전화,매장문의,DG01,현대대구,,리테일본부,12,3.3,완료,[매장문의] 매장위치 - 현대대구
VOC-20260429-0336,2026-04-29,자사몰_게시판,매장문의,CE01,코엑스,,리테일본부,12,13.4,지연완료,[매장문의] 재고 - 코엑스
VOC-20260429-0337,2026-04-29,자사몰_게시판,포장오류,,,,물류팀,4,1.9,완료,[포장오류] 구성품 누락
VOC-20260429-0338,2026-04-29,채널톡,배송문의,,,,물류팀,4,3.4,완료,[배송문의] 배송 늦음
VOC-20260429-0339,2026-04-29,채널톡,매장문의,DG01,현대대구,,리테일본부,12,10.1,완료,[매장문의] 이벤트 일정 - 현대대구
VOC-20260429-0340,2026-04-29,채널톡,칭찬,GN01,강남신세계,MB002,VOC_리워드,24,8.1,완료,[칭찬] 직원응대 - 강남신세계 (더 컴포터 마사지바)
VOC-20260429-0341,2026-04-29,자사몰_게시판,배송문의,,,,물류팀,4,2.9,완료,[배송문의] 배송 늦음
VOC-20260429-0342,2026-04-29,자사몰_게시판,칭찬,DG01,현대대구,,VOC_리워드,24,7.3,완료,[칭찬] 직원응대 - 현대대구
VOC-20260429-0343,2026-04-29,전화,제품문의,,,,CE팀_제품지식,6,4.1,완료,[제품문의] 피부타입
VOC-20260429-0344,2026-04-29,카카오톡,교환환불,,,,CE팀_교환,8,3.7,완료,[교환환불] 단순변심
VOC-20260429-0345,2026-04-29,채널톡,제품문의,,,MB002,CE팀_제품지식,6,3.2,완료,[제품문의] 피부타입 (더 컴포터 마사지바)
VOC-20260429-0346,2026-04-29,인스타DM,배송문의,,,,물류팀,4,2.4,완료,[배송문의] 오배송
VOC-20260429-0347,2026-04-29,카카오톡,매장문의,DG01,현대대구,,리테일본부,12,11.1,완료,[매장문의] 재고 - 현대대구
VOC-20260429-0348,2026-04-29,전화,매장문의,CE01,코엑스,,리테일본부,12,8.0,완료,[매장문의] 매장위치 - 코엑스
VOC-20260429-0349,2026-04-29,전화,배송문의,,,,물류팀,4,,미회신,[배송문의] 오배송
VOC-20260429-0350,2026-04-29,채널톡,배송문의,,,,물류팀,4,0.9,완료,[배송문의] 추적 문의
VOC-20260429-0351,2026-04-29,인스타DM,칭찬,HN01,스타필드하남,FM002,VOC_리워드,24,2.7,완료,[칭찬] 제품만족 - 스타필드하남 (쿠퍼톤 페이스 마스크)
VOC-20260429-0352,2026-04-29,전화,매장문의,HN01,스타필드하남,,리테일본부,12,18.8,지연완료,[매장문의] 매장위치 - 스타필드하남
VOC-20260429-0353,2026-04-29,자사몰_게시판,제품문의,,,,CE팀_제품지식,6,3.1,완료,[제품문의] 사용법
VOC-20260429-0354,2026-04-29,카카오톡,제품문의,,,BB001,CE팀_제품지식,6,3.2,완료,[제품문의] 피부타입 (인터갤럭틱 배쓰밤)
VOC-20260429-0355,2026-04-29,채널톡,칭찬,YD01,여의도IFC,FM001,VOC_리워드,24,9.0,완료,[칭찬] 직원응대 - 여의도IFC (마스크 오브 매그너민티)
VOC-20260429-0356,2026-04-29,전화,배송문의,,,,물류팀,4,1.5,완료,[배송문의] 추적 문의
VOC-20260429-0357,2026-04-29,자사몰_게시판,교환환불,,,,CE팀_교환,8,6.2,완료,[교환환불] 사이즈
VOC-20260429-0358,2026-04-29,카카오톡,제품문의,,,FM003,CE팀_제품지식,6,4.5,완료,[제품문의] 성분 (캐치 어 스타 페이스 마스크)
VOC-20260429-0359,2026-04-29,전화,매장문의,PG01,현대판교,,리테일본부,12,3.2,완료,[매장문의] 매장위치 - 현대판교
VOC-20260429-0360,2026-04-29,카카오톡,포장오류,,,,물류팀,4,3.5,완료,[포장오류] 찌그러짐
VOC-20260429-0361,2026-04-29,전화,배송문의,,,,물류팀,4,1.6,완료,[배송문의] 추적 문의
VOC-20260429-0362,2026-04-29,인스타DM,교환환불,,,BD003,CE팀_교환,8,2.5,완료,[교환환불] 사이즈 (샌드 비누)
VOC-20260429-0363,2026-04-29,카카오톡,교환환불,,,FM003,CE팀_교환,8,6.3,완료,[교환환불] 사이즈 (캐치 어 스타 페이스 마스크)
VOC-20260430-0364,2026-04-30,채널톡,배송문의,,,,물류팀,4,3.8,완료,[배송문의] 배송 늦음
VOC-20260430-0365,2026-04-30,자사몰_게시판,제품문의,,,LP003,CE팀_제품지식,6,2.2,완료,[제품문의] 사용법 (립 밤 허니 트랩)
VOC-20260430-0366,2026-04-30,채널톡,매장문의,HN01,스타필드하남,,리테일본부,12,5.9,완료,[매장문의] 이벤트 일정 - 스타필드하남
VOC-20260430-0367,2026-04-30,전화,제품문의,,,SB003,CE팀_제품지식,6,4.0,완료,[제품문의] 피부타입 (재스민 앤 헤나 풀룬덤 샴푸바)
VOC-20260430-0368,2026-04-30,전화,매장문의,MD01,명동본점,,리테일본부,12,,미회신,[매장문의] 매장위치 - 명동본점
VOC-20260430-0369,2026-04-30,자사몰_게시판,배송문의,,,,물류팀,4,3.2,완료,[배송문의] 배송 늦음
VOC-20260430-0370,2026-04-30,채널톡,제품문의,,,GS002,CE팀_제품지식,6,3.2,완료,[제품문의] 사용법 (기프트 세트 - 핑크 클라우드)
VOC-20260430-0371,2026-04-30,카카오톡,배송문의,,,,물류팀,4,0.6,완료,[배송문의] 추적 문의
VOC-20260430-0372,2026-04-30,채널톡,제품문의,,,FM003,CE팀_제품지식,6,3.7,완료,[제품문의] 피부타입 (캐치 어 스타 페이스 마스크)
VOC-20260430-0373,2026-04-30,자사몰_게시판,제품문의,,,FM003,CE팀_제품지식,6,5.7,완료,[제품문의] 성분 (캐치 어 스타 페이스 마스크)
VOC-20260430-0374,2026-04-30,인스타DM,배송문의,,,,물류팀,4,2.9,완료,[배송문의] 추적 문의
VOC-20260430-0375,2026-04-30,자사몰_게시판,교환환불,,,LP003,CE팀_교환,8,11.9,지연완료,[교환환불] 단순변심 (립 밤 허니 트랩)
VOC-20260430-0376,2026-04-30,카카오톡,교환환불,,,FM003,CE팀_교환,8,5.1,완료,[교환환불] 사이즈 (캐치 어 스타 페이스 마스크)
VOC-20260430-0377,2026-04-30,자사몰_게시판,교환환불,,,LP001,CE팀_교환,8,3.9,완료,[교환환불] 단순변심 (립 스크럽 바블검)
VOC-20260430-0378,2026-04-30,자사몰_게시판,포장오류,,,,물류팀,4,2.8,완료,[포장오류] 구성품 누락
VOC-20260430-0379,2026-04-30,채널톡,배송문의,,,,물류팀,4,9.5,지연완료,[배송문의] 추적 문의
VOC-20260430-0380,2026-04-30,인스타DM,칭찬,GN01,강남신세계,LP003,VOC_리워드,24,17.9,완료,[칭찬] 제품만족 - 강남신세계 (립 밤 허니 트랩)
VOC-20260430-0381,2026-04-30,자사몰_게시판,교환환불,,,BD001,CE팀_교환,8,0.7,완료,[교환환불] 단순변심 (샤워젤리 위치 어메이징)
VOC-20260430-0382,2026-04-30,카카오톡,배송문의,,,,물류팀,4,1.2,완료,[배송문의] 추적 문의
VOC-20260430-0383,2026-04-30,전화,교환환불,,,BB005,CE팀_교환,8,11.4,지연완료,[교환환불] 단순변심 (어머 사쿠라 배쓰밤)
