date,store_code,store_name,store_type,city,category,traffic,transactions,units_sold,gross_sales,discount_amt,net_sales,avg_ticket
2026-04-27,DG01,현대대구,dept,대구,마사지바,224,2,2,40994,0,40994,20497
2026-04-27,DG01,현대대구,dept,대구,바디로션바,224,1,1,21769,0,21769,21769
2026-04-27,DG01,현대대구,dept,대구,배쓰밤,224,13,16,227736,0,227736,17518
2026-04-27,DG01,현대대구,dept,대구,비누,224,3,4,56830,5836,50994,16998
2026-04-27,DG01,현대대구,dept,대구,샤워젤,224,2,2,37654,4837,32817,16408
2026-04-27,DG01,현대대구,dept,대구,샴푸바,224,4,5,117480,0,117480,29370
2026-04-27,DG01,현대대구,dept,대구,액세서리,224,1,1,8709,0,8709,8709
2026-04-27,DG01,현대대구,dept,대구,페이스마스크,224,4,5,110307,0,110307,27576
2026-04-27,DG01,현대대구,dept,대구,헤어,224,2,2,48238,0,48238,24119
2026-04-28,MD01,명동본점,flagship,서울,기프트,628,8,11,855714,59186,796528,99566
2026-04-28,MD01,명동본점,flagship,서울,립,628,6,8,104020,0,104020,17336
2026-04-28,MD01,명동본점,flagship,서울,마사지바,628,6,7,149598,0,149598,24933
2026-04-28,MD01,명동본점,flagship,서울,바디로션바,628,5,7,144711,0,144711,28942
2026-04-28,MD01,명동본점,flagship,서울,배쓰밤,628,29,43,569484,0,569484,19637
2026-04-28,MD01,명동본점,flagship,서울,비누,628,10,13,192794,25028,167766,16776
2026-04-28,MD01,명동본점,flagship,서울,샤워젤,628,8,13,243115,35268,207847,25980
2026-04-28,MD01,명동본점,flagship,서울,샴푸바,628,9,15,359428,0,359428,39936
2026-04-28,MD01,명동본점,flagship,서울,액세서리,628,2,3,26004,0,26004,13002
2026-04-28,MD01,명동본점,flagship,서울,페이스마스크,628,15,19,403050,0,403050,26870
2026-04-28,MD01,명동본점,flagship,서울,헤어,628,6,9,206334,0,206334,34389
2026-04-28,GN01,강남신세계,dept,서울,기프트,512,6,9,679273,34634,644639,107439
2026-04-28,GN01,강남신세계,dept,서울,립,512,9,12,164775,0,164775,18308
2026-04-28,GN01,강남신세계,dept,서울,마사지바,512,5,7,148915,0,148915,29783
2026-04-28,GN01,강남신세계,dept,서울,바디로션바,512,5,7,143618,0,143618,28723
2026-04-28,GN01,강남신세계,dept,서울,배쓰밤,512,29,46,605301,0,605301,20872
2026-04-28,GN01,강남신세계,dept,서울,비누,512,9,11,153219,16843,136376,15152
2026-04-28,GN01,강남신세계,dept,서울,샤워젤,512,6,8,147465,19933,127532,21255
2026-04-28,GN01,강남신세계,dept,서울,샴푸바,512,8,11,245604,0,245604,30700
2026-04-28,GN01,강남신세계,dept,서울,액세서리,512,3,3,27463,0,27463,9154
2026-04-28,GN01,강남신세계,dept,서울,페이스마스크,512,20,30,622369,0,622369,31118
2026-04-28,GN01,강남신세계,dept,서울,헤어,512,5,7,157941,0,157941,31588
2026-04-28,HD01,홍대,street,서울,기프트,416,3,4,296271,16292,279979,93326
2026-04-28,HD01,홍대,street,서울,립,416,3,4,56315,0,56315,18771
2026-04-28,HD01,홍대,street,서울,마사지바,416,3,3,64626,0,64626,21542
2026-04-28,HD01,홍대,street,서울,바디로션바,416,2,3,60924,0,60924,30462
2026-04-28,HD01,홍대,street,서울,배쓰밤,416,15,22,312807,0,312807,20853
2026-04-28,HD01,홍대,street,서울,비누,416,5,6,86136,12758,73378,14675
2026-04-28,HD01,홍대,street,서울,샤워젤,416,3,4,78279,10367,67912,22637
2026-04-28,HD01,홍대,street,서울,샴푸바,416,6,9,197863,0,197863,32977
2026-04-28,HD01,홍대,street,서울,액세서리,416,2,2,18163,0,18163,9081
2026-04-28,HD01,홍대,street,서울,페이스마스크,416,9,11,233656,0,233656,25961
2026-04-28,HD01,홍대,street,서울,헤어,416,2,3,72886,0,72886,36443
2026-04-28,JS01,잠실롯데,dept,서울,기프트,529,6,7,515717,26971,488746,81457
2026-04-28,JS01,잠실롯데,dept,서울,립,529,6,9,125188,0,125188,20864
2026-04-28,JS01,잠실롯데,dept,서울,마사지바,529,7,10,220035,0,220035,31433
2026-04-28,JS01,잠실롯데,dept,서울,바디로션바,529,5,7,149948,0,149948,29989
2026-04-28,JS01,잠실롯데,dept,서울,배쓰밤,529,24,31,418148,0,418148,17422
2026-04-28,JS01,잠실롯데,dept,서울,비누,529,9,14,204184,30502,173682,19298
2026-04-28,JS01,잠실롯데,dept,서울,샤워젤,529,5,6,117976,16822,101154,20230
2026-04-28,JS01,잠실롯데,dept,서울,샴푸바,529,10,14,313656,0,313656,31365
2026-04-28,JS01,잠실롯데,dept,서울,액세서리,529,3,3,27386,0,27386,9128
2026-04-28,JS01,잠실롯데,dept,서울,페이스마스크,529,12,17,376511,0,376511,31375
2026-04-28,JS01,잠실롯데,dept,서울,헤어,529,6,8,180831,0,180831,30138
2026-04-28,YD01,여의도IFC,mall,서울,기프트,335,3,4,299032,14954,284078,94692
2026-04-28,YD01,여의도IFC,mall,서울,립,335,3,4,53598,0,53598,17866
2026-04-28,YD01,여의도IFC,mall,서울,마사지바,335,3,4,87782,0,87782,29260
2026-04-28,YD01,여의도IFC,mall,서울,바디로션바,335,2,2,41808,0,41808,20904
2026-04-28,YD01,여의도IFC,mall,서울,배쓰밤,335,16,22,306137,0,306137,19133
2026-04-28,YD01,여의도IFC,mall,서울,비누,335,4,6,84579,9901,74678,18669
2026-04-28,YD01,여의도IFC,mall,서울,샤워젤,335,5,6,114250,15435,98815,19763
2026-04-28,YD01,여의도IFC,mall,서울,샴푸바,335,3,3,70496,0,70496,23498
2026-04-28,YD01,여의도IFC,mall,서울,액세서리,335,1,1,8718,0,8718,8718
2026-04-28,YD01,여의도IFC,mall,서울,페이스마스크,335,7,9,198945,0,198945,28420
2026-04-28,YD01,여의도IFC,mall,서울,헤어,335,3,4,98010,0,98010,32670
2026-04-28,CE01,코엑스,mall,서울,기프트,425,4,5,377555,36928,340627,85156
2026-04-28,CE01,코엑스,mall,서울,립,425,4,5,65248,0,65248,16312
2026-04-28,CE01,코엑스,mall,서울,마사지바,425,5,7,147122,0,147122,29424
2026-04-28,CE01,코엑스,mall,서울,바디로션바,425,3,4,85936,0,85936,28645
2026-04-28,CE01,코엑스,mall,서울,배쓰밤,425,14,21,298710,0,298710,21336
2026-04-28,CE01,코엑스,mall,서울,비누,425,5,8,120824,16688,104136,20827
2026-04-28,CE01,코엑스,mall,서울,샤워젤,425,4,6,113462,12102,101360,25340
2026-04-28,CE01,코엑스,mall,서울,샴푸바,425,6,9,202837,0,202837,33806
2026-04-28,CE01,코엑스,mall,서울,액세서리,425,2,3,28175,0,28175,14087
2026-04-28,CE01,코엑스,mall,서울,페이스마스크,425,7,10,210497,0,210497,30071
2026-04-28,CE01,코엑스,mall,서울,헤어,425,3,5,119263,0,119263,39754
2026-04-28,HN01,스타필드하남,mall,경기,기프트,473,6,8,571796,38660,533136,88856
2026-04-28,HN01,스타필드하남,mall,경기,립,473,7,10,135538,0,135538,19362
2026-04-28,HN01,스타필드하남,mall,경기,마사지바,473,7,9,195563,0,195563,27937
2026-04-28,HN01,스타필드하남,mall,경기,바디로션바,473,5,6,121531,0,121531,24306
2026-04-28,HN01,스타필드하남,mall,경기,배쓰밤,473,27,42,555890,0,555890,20588
2026-04-28,HN01,스타필드하남,mall,경기,비누,473,7,11,162539,18652,143887,20555
2026-04-28,HN01,스타필드하남,mall,경기,샤워젤,473,6,9,164202,23546,140656,23442
2026-04-28,HN01,스타필드하남,mall,경기,샴푸바,473,12,18,416536,0,416536,34711
2026-04-28,HN01,스타필드하남,mall,경기,액세서리,473,2,3,26426,0,26426,13213
2026-04-28,HN01,스타필드하남,mall,경기,페이스마스크,473,14,19,427156,0,427156,30511
2026-04-28,HN01,스타필드하남,mall,경기,헤어,473,6,8,178843,0,178843,29807
2026-04-28,PG01,현대판교,dept,경기,기프트,354,6,9,691075,66049,625026,104171
2026-04-28,PG01,현대판교,dept,경기,립,354,7,11,151034,0,151034,21576
2026-04-28,PG01,현대판교,dept,경기,마사지바,354,5,8,164542,0,164542,32908
2026-04-28,PG01,현대판교,dept,경기,바디로션바,354,3,3,60944,0,60944,20314
2026-04-28,PG01,현대판교,dept,경기,배쓰밤,354,21,29,399548,0,399548,19026
2026-04-28,PG01,현대판교,dept,경기,비누,354,5,6,85525,11587,73938,14787
2026-04-28,PG01,현대판교,dept,경기,샤워젤,354,4,5,90733,13303,77430,19357
2026-04-28,PG01,현대판교,dept,경기,샴푸바,354,8,11,254838,0,254838,31854
2026-04-28,PG01,현대판교,dept,경기,액세서리,354,2,2,17495,0,17495,8747
2026-04-28,PG01,현대판교,dept,경기,페이스마스크,354,8,11,234511,0,234511,29313
2026-04-28,PG01,현대판교,dept,경기,헤어,354,4,5,114131,0,114131,28532
2026-04-28,BS01,신세계센텀,dept,부산,기프트,299,3,4,298240,29773,268467,89489
2026-04-28,BS01,신세계센텀,dept,부산,립,299,5,6,83385,0,83385,16677
2026-04-28,BS01,신세계센텀,dept,부산,마사지바,299,3,4,85017,0,85017,28339
2026-04-28,BS01,신세계센텀,dept,부산,바디로션바,299,3,4,87493,0,87493,29164
2026-04-28,BS01,신세계센텀,dept,부산,배쓰밤,299,18,26,348464,0,348464,19359
2026-04-28,BS01,신세계센텀,dept,부산,비누,299,6,8,119512,14613,104899,17483
2026-04-28,BS01,신세계센텀,dept,부산,샤워젤,299,3,3,57079,8414,48665,16221
2026-04-28,BS01,신세계센텀,dept,부산,샴푸바,299,5,7,153068,0,153068,30613
2026-04-28,BS01,신세계센텀,dept,부산,액세서리,299,1,1,9328,0,9328,9328
2026-04-28,BS01,신세계센텀,dept,부산,페이스마스크,299,6,8,175487,0,175487,29247
2026-04-28,BS01,신세계센텀,dept,부산,헤어,299,4,6,147200,0,147200,36800
2026-04-28,DG01,현대대구,dept,대구,기프트,251,2,2,142534,7513,135021,67510
2026-04-28,DG01,현대대구,dept,대구,립,251,4,5,66472,0,66472,16618
2026-04-28,DG01,현대대구,dept,대구,마사지바,251,2,3,62578,0,62578,31289
2026-04-28,DG01,현대대구,dept,대구,바디로션바,251,1,1,21296,0,21296,21296
2026-04-28,DG01,현대대구,dept,대구,배쓰밤,251,14,20,279504,0,279504,19964
2026-04-28,DG01,현대대구,dept,대구,비누,251,3,3,44747,5148,39599,13199
2026-04-28,DG01,현대대구,dept,대구,샤워젤,251,2,2,37601,5002,32599,16299
2026-04-28,DG01,현대대구,dept,대구,샴푸바,251,4,5,113746,0,113746,28436
2026-04-28,DG01,현대대구,dept,대구,액세서리,251,1,1,8679,0,8679,8679
2026-04-28,DG01,현대대구,dept,대구,페이스마스크,251,7,11,241923,0,241923,34560
2026-04-28,DG01,현대대구,dept,대구,헤어,251,2,2,47258,0,47258,23629
2026-04-29,MD01,명동본점,flagship,서울,기프트,680,6,8,621247,40526,580721,96786
2026-04-29,MD01,명동본점,flagship,서울,립,680,12,16,216756,0,216756,18063
2026-04-29,MD01,명동본점,flagship,서울,마사지바,680,7,8,163309,0,163309,23329
2026-04-29,MD01,명동본점,flagship,서울,바디로션바,680,6,7,151405,0,151405,25234
2026-04-29,MD01,명동본점,flagship,서울,배쓰밤,680,53,88,1265194,0,1265194,23871
2026-04-29,MD01,명동본점,flagship,서울,비누,680,10,13,180344,18919,161425,16142
2026-04-29,MD01,명동본점,flagship,서울,샤워젤,680,9,12,219523,29146,190377,21153
2026-04-29,MD01,명동본점,flagship,서울,샴푸바,680,10,16,361294,0,361294,36129
2026-04-29,MD01,명동본점,flagship,서울,액세서리,680,3,4,36303,0,36303,12101
2026-04-29,MD01,명동본점,flagship,서울,페이스마스크,680,14,19,405571,0,405571,28969
2026-04-29,MD01,명동본점,flagship,서울,헤어,680,4,5,120317,0,120317,30079
2026-04-29,GN01,강남신세계,dept,서울,기프트,537,8,12,925707,67708,857999,107249
2026-04-29,GN01,강남신세계,dept,서울,립,537,8,11,145459,0,145459,18182
2026-04-29,GN01,강남신세계,dept,서울,마사지바,537,8,13,263172,0,263172,32896
2026-04-29,GN01,강남신세계,dept,서울,바디로션바,537,5,8,160884,0,160884,32176
2026-04-29,GN01,강남신세계,dept,서울,배쓰밤,537,22,31,404789,0,404789,18399
2026-04-29,GN01,강남신세계,dept,서울,비누,537,10,14,211247,26950,184297,18429
2026-04-29,GN01,강남신세계,dept,서울,샤워젤,537,9,12,234274,27712,206562,22951
2026-04-29,GN01,강남신세계,dept,서울,샴푸바,537,10,15,337789,0,337789,33778
2026-04-29,GN01,강남신세계,dept,서울,액세서리,537,3,4,36007,0,36007,12002
2026-04-29,GN01,강남신세계,dept,서울,페이스마스크,537,19,30,652355,0,652355,34334
2026-04-29,GN01,강남신세계,dept,서울,헤어,537,5,7,159221,0,159221,31844
2026-04-29,HD01,홍대,street,서울,기프트,526,5,7,519474,35292,484182,96836
2026-04-29,HD01,홍대,street,서울,립,526,5,6,80929,0,80929,16185
2026-04-29,HD01,홍대,street,서울,마사지바,526,3,4,82834,0,82834,27611
2026-04-29,HD01,홍대,street,서울,바디로션바,526,3,3,66027,0,66027,22009
2026-04-29,HD01,홍대,street,서울,배쓰밤,526,21,30,424548,0,424548,20216
2026-04-29,HD01,홍대,street,서울,비누,526,8,11,154297,20472,133825,16728
2026-04-29,HD01,홍대,street,서울,샤워젤,526,5,8,152253,18090,134163,26832
2026-04-29,HD01,홍대,street,서울,샴푸바,526,9,12,286149,0,286149,31794
2026-04-29,HD01,홍대,street,서울,액세서리,526,2,3,27004,0,27004,13502
2026-04-29,HD01,홍대,street,서울,페이스마스크,526,6,7,152659,0,152659,25443
2026-04-29,HD01,홍대,street,서울,헤어,526,3,4,96042,0,96042,32014
2026-04-29,JS01,잠실롯데,dept,서울,기프트,463,5,7,519371,38402,480969,96193
2026-04-29,JS01,잠실롯데,dept,서울,립,463,5,8,104112,0,104112,20822
2026-04-29,JS01,잠실롯데,dept,서울,마사지바,463,4,5,106360,0,106360,26590
2026-04-29,JS01,잠실롯데,dept,서울,바디로션바,463,3,3,61477,0,61477,20492
2026-04-29,JS01,잠실롯데,dept,서울,배쓰밤,463,24,35,482549,0,482549,20106
2026-04-29,JS01,잠실롯데,dept,서울,비누,463,6,9,127674,13314,114360,19060
2026-04-29,JS01,잠실롯데,dept,서울,샤워젤,463,7,11,202114,28602,173512,24787
2026-04-29,JS01,잠실롯데,dept,서울,샴푸바,463,10,16,356293,0,356293,35629
2026-04-29,JS01,잠실롯데,dept,서울,액세서리,463,2,3,26575,0,26575,13287
2026-04-29,JS01,잠실롯데,dept,서울,페이스마스크,463,12,15,318806,0,318806,26567
2026-04-29,JS01,잠실롯데,dept,서울,헤어,463,4,6,141061,0,141061,35265
2026-04-29,YD01,여의도IFC,mall,서울,기프트,353,2,2,150372,7812,142560,71280
2026-04-29,YD01,여의도IFC,mall,서울,립,353,5,6,81854,0,81854,16370
2026-04-29,YD01,여의도IFC,mall,서울,마사지바,353,2,3,65500,0,65500,32750
2026-04-29,YD01,여의도IFC,mall,서울,바디로션바,353,3,4,82911,0,82911,27637
2026-04-29,YD01,여의도IFC,mall,서울,배쓰밤,353,13,17,239940,0,239940,18456
2026-04-29,YD01,여의도IFC,mall,서울,비누,353,5,7,103950,14353,89597,17919
2026-04-29,YD01,여의도IFC,mall,서울,샤워젤,353,4,5,94782,10580,84202,21050
2026-04-29,YD01,여의도IFC,mall,서울,샴푸바,353,6,9,205108,0,205108,34184
2026-04-29,YD01,여의도IFC,mall,서울,액세서리,353,1,1,9070,0,9070,9070
2026-04-29,YD01,여의도IFC,mall,서울,페이스마스크,353,4,6,131422,0,131422,32855
2026-04-29,YD01,여의도IFC,mall,서울,헤어,353,3,3,71568,0,71568,23856
2026-04-29,CE01,코엑스,mall,서울,기프트,397,4,5,363325,30530,332795,83198
2026-04-29,CE01,코엑스,mall,서울,립,397,5,7,95498,0,95498,19099
2026-04-29,CE01,코엑스,mall,서울,마사지바,397,3,3,61781,0,61781,20593
2026-04-29,CE01,코엑스,mall,서울,바디로션바,397,3,4,86981,0,86981,28993
2026-04-29,CE01,코엑스,mall,서울,배쓰밤,397,20,28,391245,0,391245,19562
2026-04-29,CE01,코엑스,mall,서울,비누,397,4,5,71328,9096,62232,15558
2026-04-29,CE01,코엑스,mall,서울,샤워젤,397,5,6,119296,11961,107335,21467
2026-04-29,CE01,코엑스,mall,서울,샴푸바,397,4,6,137108,0,137108,34277
2026-04-29,CE01,코엑스,mall,서울,액세서리,397,1,1,8583,0,8583,8583
2026-04-29,CE01,코엑스,mall,서울,페이스마스크,397,8,12,258541,0,258541,32317
2026-04-29,CE01,코엑스,mall,서울,헤어,397,4,6,145515,0,145515,36378
2026-04-29,HN01,스타필드하남,mall,경기,기프트,473,5,7,536146,34474,501672,100334
2026-04-29,HN01,스타필드하남,mall,경기,립,473,6,8,106399,0,106399,17733
2026-04-29,HN01,스타필드하남,mall,경기,마사지바,473,4,5,99753,0,99753,24938
2026-04-29,HN01,스타필드하남,mall,경기,바디로션바,473,4,6,124149,0,124149,31037
2026-04-29,HN01,스타필드하남,mall,경기,배쓰밤,473,26,37,518909,0,518909,19958
2026-04-29,HN01,스타필드하남,mall,경기,비누,473,6,8,119825,17464,102361,17060
2026-04-29,HN01,스타필드하남,mall,경기,샤워젤,473,7,9,172818,18962,153856,21979
2026-04-29,HN01,스타필드하남,mall,경기,샴푸바,473,12,15,341796,0,341796,28483
2026-04-29,HN01,스타필드하남,mall,경기,액세서리,473,2,2,18804,0,18804,9402
2026-04-29,HN01,스타필드하남,mall,경기,페이스마스크,473,15,24,532158,0,532158,35477
2026-04-29,HN01,스타필드하남,mall,경기,헤어,473,6,10,236484,0,236484,39414
2026-04-29,PG01,현대판교,dept,경기,기프트,431,8,11,814454,64619,749835,93729
2026-04-29,PG01,현대판교,dept,경기,립,431,5,6,83096,0,83096,16619
2026-04-29,PG01,현대판교,dept,경기,마사지바,431,7,9,185517,0,185517,26502
2026-04-29,PG01,현대판교,dept,경기,바디로션바,431,6,7,151883,0,151883,25313
2026-04-29,PG01,현대판교,dept,경기,배쓰밤,431,21,32,452475,0,452475,21546
2026-04-29,PG01,현대판교,dept,경기,비누,431,7,10,142876,20676,122200,17457
2026-04-29,PG01,현대판교,dept,경기,샤워젤,431,6,9,178009,22242,155767,25961
2026-04-29,PG01,현대판교,dept,경기,샴푸바,431,8,13,290232,0,290232,36279
2026-04-29,PG01,현대판교,dept,경기,액세서리,431,2,3,26071,0,26071,13035
2026-04-29,PG01,현대판교,dept,경기,페이스마스크,431,12,18,393324,0,393324,32777
2026-04-29,PG01,현대판교,dept,경기,헤어,431,6,8,179394,0,179394,29899
2026-04-29,BS01,신세계센텀,dept,부산,기프트,332,4,6,463706,43327,420379,105094
2026-04-29,BS01,신세계센텀,dept,부산,립,332,5,8,106930,0,106930,21386
2026-04-29,BS01,신세계센텀,dept,부산,마사지바,332,3,3,64885,0,64885,21628
2026-04-29,BS01,신세계센텀,dept,부산,바디로션바,332,3,4,83107,0,83107,27702
2026-04-29,BS01,신세계센텀,dept,부산,배쓰밤,332,17,28,391204,0,391204,23012
2026-04-29,BS01,신세계센텀,dept,부산,비누,332,5,6,84483,10902,73581,14716
2026-04-29,BS01,신세계센텀,dept,부산,샤워젤,332,4,5,95461,10677,84784,21196
2026-04-29,BS01,신세계센텀,dept,부산,샴푸바,332,6,8,183977,0,183977,30662
2026-04-29,BS01,신세계센텀,dept,부산,액세서리,332,1,1,9318,0,9318,9318
2026-04-29,BS01,신세계센텀,dept,부산,페이스마스크,332,6,7,151642,0,151642,25273
2026-04-29,BS01,신세계센텀,dept,부산,헤어,332,2,2,45758,0,45758,22879
2026-04-29,DG01,현대대구,dept,대구,기프트,251,2,3,215184,19427,195757,97878
2026-04-29,DG01,현대대구,dept,대구,립,251,2,3,42432,0,42432,21216
2026-04-29,DG01,현대대구,dept,대구,마사지바,251,2,3,61740,0,61740,30870
2026-04-29,DG01,현대대구,dept,대구,바디로션바,251,2,2,42800,0,42800,21400
2026-04-29,DG01,현대대구,dept,대구,배쓰밤,251,10,14,194290,0,194290,19429
2026-04-29,DG01,현대대구,dept,대구,비누,251,3,4,58350,8553,49797,16599
2026-04-29,DG01,현대대구,dept,대구,샤워젤,251,2,2,39396,5836,33560,16780
2026-04-29,DG01,현대대구,dept,대구,샴푸바,251,3,4,89005,0,89005,29668
2026-04-29,DG01,현대대구,dept,대구,액세서리,251,1,1,8988,0,8988,8988
2026-04-29,DG01,현대대구,dept,대구,페이스마스크,251,7,9,189369,0,189369,27052
2026-04-29,DG01,현대대구,dept,대구,헤어,251,2,2,48446,0,48446,24223
2026-04-30,MD01,명동본점,flagship,서울,기프트,775,10,16,1138351,66138,1072213,107221
2026-04-30,MD01,명동본점,flagship,서울,립,775,9,12,160186,0,160186,17798
2026-04-30,MD01,명동본점,flagship,서울,마사지바,775,8,11,239380,0,239380,29922
2026-04-30,MD01,명동본점,flagship,서울,바디로션바,775,6,10,208193,0,208193,34698
2026-04-30,MD01,명동본점,flagship,서울,배쓰밤,775,33,51,710020,0,710020,21515
2026-04-30,MD01,명동본점,flagship,서울,비누,775,16,19,266323,28003,238320,14895
2026-04-30,MD01,명동본점,flagship,서울,샤워젤,775,8,11,199101,23862,175239,21904
2026-04-30,MD01,명동본점,flagship,서울,샴푸바,775,13,17,377521,0,377521,29040
2026-04-30,MD01,명동본점,flagship,서울,액세서리,775,5,6,52635,0,52635,10527
2026-04-30,MD01,명동본점,flagship,서울,페이스마스크,775,15,18,400100,0,400100,26673
2026-04-30,MD01,명동본점,flagship,서울,헤어,775,6,9,207803,0,207803,34633
2026-04-30,GN01,강남신세계,dept,서울,기프트,585,10,13,961003,94636,866367,86636
2026-04-30,GN01,강남신세계,dept,서울,립,585,10,14,193840,0,193840,19384
2026-04-30,GN01,강남신세계,dept,서울,마사지바,585,8,11,234223,0,234223,29277
2026-04-30,GN01,강남신세계,dept,서울,바디로션바,585,5,7,151479,0,151479,30295
2026-04-30,GN01,강남신세계,dept,서울,배쓰밤,585,33,43,577528,0,577528,17500
2026-04-30,GN01,강남신세계,dept,서울,비누,585,9,14,199830,24670,175160,19462
2026-04-30,GN01,강남신세계,dept,서울,샤워젤,585,7,11,208520,20947,187573,26796
2026-04-30,GN01,강남신세계,dept,서울,샴푸바,585,11,14,306132,0,306132,27830
2026-04-30,GN01,강남신세계,dept,서울,액세서리,585,3,4,35621,0,35621,11873
2026-04-30,GN01,강남신세계,dept,서울,페이스마스크,585,15,20,424769,0,424769,28317
2026-04-30,GN01,강남신세계,dept,서울,헤어,585,6,7,168851,0,168851,28141
2026-04-30,HD01,홍대,street,서울,기프트,563,6,8,609112,55088,554024,92337
2026-04-30,HD01,홍대,street,서울,립,563,7,9,120412,0,120412,17201
2026-04-30,HD01,홍대,street,서울,마사지바,563,5,6,127546,0,127546,25509
2026-04-30,HD01,홍대,street,서울,바디로션바,563,2,2,42146,0,42146,21073
2026-04-30,HD01,홍대,street,서울,배쓰밤,563,17,22,307886,0,307886,18110
2026-04-30,HD01,홍대,street,서울,비누,563,8,10,144906,16967,127939,15992
2026-04-30,HD01,홍대,street,서울,샤워젤,563,5,8,151448,21137,130311,26062
2026-04-30,HD01,홍대,street,서울,샴푸바,563,8,13,285725,0,285725,35715
2026-04-30,HD01,홍대,street,서울,액세서리,563,2,2,17445,0,17445,8722
2026-04-30,HD01,홍대,street,서울,페이스마스크,563,12,19,393057,0,393057,32754
2026-04-30,HD01,홍대,street,서울,헤어,563,5,7,163561,0,163561,32712
2026-04-30,JS01,잠실롯데,dept,서울,기프트,582,5,7,521433,51677,469756,93951
2026-04-30,JS01,잠실롯데,dept,서울,립,582,9,12,161098,0,161098,17899
2026-04-30,JS01,잠실롯데,dept,서울,마사지바,582,6,10,210439,0,210439,35073
2026-04-30,JS01,잠실롯데,dept,서울,바디로션바,582,5,6,130882,0,130882,26176
2026-04-30,JS01,잠실롯데,dept,서울,배쓰밤,582,35,43,596929,0,596929,17055
2026-04-30,JS01,잠실롯데,dept,서울,비누,582,8,10,139484,19452,120032,15004
2026-04-30,JS01,잠실롯데,dept,서울,샤워젤,582,5,7,132671,17222,115449,23089
2026-04-30,JS01,잠실롯데,dept,서울,샴푸바,582,9,11,242662,0,242662,26962
2026-04-30,JS01,잠실롯데,dept,서울,액세서리,582,4,6,54675,0,54675,13668
2026-04-30,JS01,잠실롯데,dept,서울,페이스마스크,582,12,18,398279,0,398279,33189
2026-04-30,JS01,잠실롯데,dept,서울,헤어,582,5,8,193424,0,193424,38684
2026-04-30,YD01,여의도IFC,mall,서울,기프트,413,4,5,378700,25716,352984,88246
2026-04-30,YD01,여의도IFC,mall,서울,립,413,5,7,95068,0,95068,19013
2026-04-30,YD01,여의도IFC,mall,서울,마사지바,413,3,3,61025,0,61025,20341
2026-04-30,YD01,여의도IFC,mall,서울,바디로션바,413,3,4,86783,0,86783,28927
2026-04-30,YD01,여의도IFC,mall,서울,배쓰밤,413,24,29,383594,0,383594,15983
2026-04-30,YD01,여의도IFC,mall,서울,비누,413,5,6,82656,10902,71754,14350
2026-04-30,YD01,여의도IFC,mall,서울,샤워젤,413,4,4,78711,10925,67786,16946
2026-04-30,YD01,여의도IFC,mall,서울,샴푸바,413,6,9,207806,0,207806,34634
2026-04-30,YD01,여의도IFC,mall,서울,액세서리,413,1,1,9046,0,9046,9046
2026-04-30,YD01,여의도IFC,mall,서울,페이스마스크,413,8,12,247949,0,247949,30993
2026-04-30,YD01,여의도IFC,mall,서울,헤어,413,3,4,90519,0,90519,30173
2026-04-30,CE01,코엑스,mall,서울,기프트,496,3,3,224583,20620,203963,67987
2026-04-30,CE01,코엑스,mall,서울,립,496,6,9,119998,0,119998,19999
2026-04-30,CE01,코엑스,mall,서울,마사지바,496,4,4,87613,0,87613,21903
2026-04-30,CE01,코엑스,mall,서울,바디로션바,496,3,4,80471,0,80471,26823
2026-04-30,CE01,코엑스,mall,서울,배쓰밤,496,22,32,457612,0,457612,20800
2026-04-30,CE01,코엑스,mall,서울,비누,496,6,9,134723,15262,119461,19910
2026-04-30,CE01,코엑스,mall,서울,샤워젤,496,3,4,79378,11750,67628,22542
2026-04-30,CE01,코엑스,mall,서울,샴푸바,496,6,8,178286,0,178286,29714
2026-04-30,CE01,코엑스,mall,서울,액세서리,496,2,3,26133,0,26133,13066
2026-04-30,CE01,코엑스,mall,서울,페이스마스크,496,10,12,261576,0,261576,26157
2026-04-30,CE01,코엑스,mall,서울,헤어,496,4,6,146397,0,146397,36599
2026-04-30,HN01,스타필드하남,mall,경기,기프트,454,4,5,358962,35868,323094,80773
2026-04-30,HN01,스타필드하남,mall,경기,립,454,7,9,129044,0,129044,18434
2026-04-30,HN01,스타필드하남,mall,경기,마사지바,454,4,6,125125,0,125125,31281
2026-04-30,HN01,스타필드하남,mall,경기,바디로션바,454,5,7,142794,0,142794,28558
2026-04-30,HN01,스타필드하남,mall,경기,배쓰밤,454,34,45,644960,0,644960,18969
2026-04-30,HN01,스타필드하남,mall,경기,비누,454,7,10,152002,19728,132274,18896
2026-04-30,HN01,스타필드하남,mall,경기,샤워젤,454,7,9,167585,18617,148968,21281
2026-04-30,HN01,스타필드하남,mall,경기,샴푸바,454,9,14,328108,0,328108,36456
2026-04-30,HN01,스타필드하남,mall,경기,액세서리,454,2,2,18766,0,18766,9383
2026-04-30,HN01,스타필드하남,mall,경기,페이스마스크,454,8,11,227948,0,227948,28493
2026-04-30,HN01,스타필드하남,mall,경기,헤어,454,5,6,145386,0,145386,29077
2026-04-30,PG01,현대판교,dept,경기,기프트,394,6,9,683957,61313,622644,103774
2026-04-30,PG01,현대판교,dept,경기,립,394,6,9,123937,0,123937,20656
2026-04-30,PG01,현대판교,dept,경기,마사지바,394,6,8,171877,0,171877,28646
